node_1,node_2,edge,chunk_id
gut dysbiosis,infection risk,increases,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_1
gut microbiota composition,diet,is influenced by,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
gut microbiota composition,lifestyle,is influenced by,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
gut microbiota composition,medication,is influenced by,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
gut dysbiosis,older adults,is present in,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
gut microbiota,environmental factors,mediates the relationship between,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
gut microbiota,physiological processes,mediates the relationship between,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
muscle mass,physiological processes,is related to,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
gut microbiota,host metabolism,influences,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
protein intake,skeletal muscle,has anabolic effects on,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
protein intake,gut microbiota,is modulated by,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
protein supplementation,bacterial metabolism,shifts,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
branched-chain amino acids,insulin sensitivity,linked to improved,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_2
Branched-Chain Amino Acids (BCAAs),Insulin Resistance,Elevated levels correlate with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
High-Protein Diet,Gut Microbiota,Negatively impacts,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
Gut Microbiota,Short-Chain Fatty Acids (SCFAs),Produces,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
Short-Chain Fatty Acids (SCFAs),Muscle Metabolism,Impacts,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
Protein Quality,Anabolic Response,Affects,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
Gut Microbiota Composition,Muscle Mass,Associated with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
Age-Related Muscle Atrophy,Gut Microbiota,Alters,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
Macronutrient Digestion,Muscle Mass Reduction,Contributes to,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
Gut Microbiota Manipulation,Muscle Mass,Influences,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
Butyrate,Muscle Anabolism,Promotes,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
Phenolic Compounds,Glucose Uptake,Increase,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
Beneficial Gut Bacteria,SCFA-producing Bacteria,Includes,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_3
gut microbiota,muscle mass,has a complex relationship with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
microbial metabolites,muscle metabolism,influence,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
microbial metabolites,glucose uptake,promote,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
microbial metabolites,anabolic processes,promote,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
mitochondria,sarcopenia,are critical in,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
gut microbiota composition,sarcopenia,changes in reflect,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
physical inactivity,gut microbiota composition,associates with unfavorable changes in,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
muscle strength,sarcopenia,is a key characteristic of,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
fecal microbiota composition,muscle strength,alterations in are associated with reduced,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
prebiotic supplementation,hand-grip strength,improved,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
prebiotics,gut microbiota composition,beneficially affect,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
short-chain fatty acids,calcium absorption,improve,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
short-chain fatty acids,bone mineralization,improve,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
bone health,sarcopenia,is associated with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_4
gut microbiota,muscle strength,is associated with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_5
gut microbiota,gait speed,is associated with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_5
bone health,sarcopenia,is related to,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_5
gut microbiota composition,hand grip strength,may influence by modulating,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_5
inflammation,anabolic balance,are modulated by gut microbiota composition,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_5
high-protein diet,grip strength,improved independently of gut microbiota,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_5
muscle cell biogenesis,gut microbiota,altered without improving muscle strength,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_5
gait speed,health indicator,is an important,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_5
gut microbiota,locomotion,influences in Drosophila melanogaster,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_5
Parkinson's disease,gait speed,correlates with gut microbiota profile,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_5
Gut microbiota,Gait speed,is associated with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_6
Specific bacterial taxa,Motor function,is correlated with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_6
Exercise,Gut microbiota composition,modifies,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_6
Exercise,Walking distance,improves,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_6
Bacterial abundance,Gait speed,is positively correlated with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_6
Probiotic supplementation,Gait speed,is associated with faster,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_6
Gut microbiota,Neurotransmitters,produces,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_6
Gut microbiota,Brain physiology,influences,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_6
Chair-stand test,Physical performance,assesses,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_6
Timed up-and-go test,Physical performance,assesses,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_6
Short-Physical Performance Battery,Physical performance,evaluates,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_6
Physical Performance,Geriatric Health,is a key indicator in,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Chair-Stand Test,Physical Performance,assesses,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Timed Up-and-Go Test,Physical Performance,assesses,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Short Physical Performance Battery,Physical Performance,assesses,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Short Physical Performance Battery,Walking Speed,combines,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Short Physical Performance Battery,Chair-Stand Ability,combines,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Short Physical Performance Battery,Balance,combines,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Gut Microbiota,Physical Performance,may influence,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Gut-Muscle Axis,Gut Microbiota,is a possible mechanism for influencing physical performance,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Probiotic Administration,Physical Performance,can improve,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Frailty,Gut Microbiota,is linked to the composition of,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Deficit Accumulation Model,Frailty,evaluates,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Rockwood Frailty Index,Frailty,evaluates,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_7
Physical Frailty,Fecal Microbiota Composition,is associated with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_8
Frail Individuals,Gut Microbial Diversity,exhibit reduced,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_8
Frail Individuals,Anti-Inflammatory Bacteria,have reduced abundance of,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_8
Frail Individuals,Butyrate-Producing Bacteria,have diminished abundance of,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_8
Frail Individuals,Specific Bacterial Taxa,have overrepresentation of,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_8
Frail Individuals,Salivary Microbiota Composition,exhibit altered,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_8
Healthier Nursing Home Residents,Community-Dwelling Individuals,have similar gut microbiota to,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_8
Physical Frailty,Gut Microbiota Composition,has significant association with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_8
Microbiome-Targeting Interventions,Microbiome,target,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_8
Microbiome-Targeting Interventions,Frailty Scores,reduce,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_8
gut microbiota,physical frailty,is related to,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_9
frail individuals,gut microbiota composition,have altered,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_9
gut bacteria,frailty measures,are correlated with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_9
prebiotic intervention,frailty scores,improved,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_9
physical activity,gut microbiota composition,impacts,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_9
diet,gut microbiota composition,impacts,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_9
physical activity,physical frailty,is a determinant of,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_9
diet,physical frailty,is a determinant of,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_9
gut microbiota,protein digestion,may facilitate,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_9
physical frailty,physiological reserves,characterized by decreased,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_9
Diet,Gut Microbiota,interacts with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_10
Gut Microbiota,Muscle Health,influences,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_10
Diet,Age-related Muscle Decline,influences,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_10
Dietary Protein Supplementation,Muscle Loss,recommended to combat,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_10
Dietary Protein Supplementation,Gut Microbiome Composition,negatively impacts,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_10
High-Protein Diet,Short-Chain Fatty Acids,disrupts production of,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_10
Protein Source,Gut Microbiome Modulation,influences,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_10
Gut-Muscle Axis,Physical Frailty,influences,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_10
Gut-Muscle Axis,Age-related Muscle Decline,influences,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_10
Gut Microbiota,Muscle Function,is associated with,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_10
Gut Microbiota,Physical Performance,is related to,59c34efd6d3f8836b91f0fa047ceff1f4ba9c08999138ddf4c346286d9b83ab9_10
