node_1,node_2,edge,chunk_id
phenomena,sensors,quantified by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_6
Sensors,Human Movement Phenomena,used for quantification of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_7
Methodological Reporting,Transparent Reporting,categorized as,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_7
Methodological Reporting,Non-Transparent Reporting,categorized as,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_7
Sit-to-Stand Transitions,Studies,analyzed in 37% of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_7
Gait Patterns,Studies,analyzed in 31% of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_7
Activity Patterns,Studies,analyzed in 22% of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_7
Gait Patterns,Non-Transparent Reporting,quantified more often with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_7
Activity Patterns,Transparent Reporting,quantified more often with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_7
Up and Go,Non-Transparent Reporting,only seen with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_7
Balance,Non-Transparent Reporting,only seen with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_7
Body Weight,Non-Transparent Reporting,only seen with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_7
Sensor device,placement,categorized by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
Sensor device,activity monitoring style,categorized by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
On-body sensor,person,attached to,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
Ambient sensor,environment,integrated into,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
Transparent monitoring,user,unaware of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
Non-transparent monitoring,user,aware of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
Ubiquitous sensor,transparent activity monitoring,focus on,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
On-body sensor,transparent activity monitoring,used for,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
On-body sensor,non-transparent activity monitoring,used for,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
Non-ubiquitous sensor,non-transparent activity monitoring,primarily used for,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
Inertial measurement unit,chest,used on,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
Inertial measurement unit,lower back,used on,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
Inertial measurement unit,waist,used on,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_8
Sensor-based study,Frailty,assesses,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Sensor ubiquity,Sensor-based study,influences quantity of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Sensor transparency,Sensor-based study,influences quantity of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Ubiquitous sensor,Activity,used during,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
On-body sensor,Activity,used during,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Non-ubiquitous sensor,Activity,used during,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Slowness,Fried Frailty Phenotype,is a component of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Weakness,Fried Frailty Phenotype,is a component of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Exhaustion,Fried Frailty Phenotype,is a component of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Physical activity,Fried Frailty Phenotype,is a component of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Weight loss,Fried Frailty Phenotype,is a component of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Physical performance,Sensor ubiquity,measured across,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Physical performance,Sensor transparency,measured across,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_9
Sensor-based studies,sensor ubiquity classification,categorized by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
Sensor-based studies,activity transparency classification,categorized by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
sensor ubiquity classification,ubiquitous sensor,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
sensor ubiquity classification,on-body sensor,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
sensor ubiquity classification,non-ubiquitous sensor,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
activity transparency classification,transparent activity,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
activity transparency classification,non-transparent activity,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
physical performance assessment,ubiquitous sensor,assessed with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
responsiveness assessment,ubiquitous sensor,assessed with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
responsiveness assessment,on-body sensor,assessed with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
unsupervised condition,transparent condition,is a subset of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
IMU sensor,thigh,placed on,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
IMU sensor,non-transparent sensor,is a,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_10
sensor measurement,functional variable,assesses,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
functional variable,transparent sensor measurement,categorized as,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
functional variable,unsupervised sensor measurement,categorized as,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
transparent sensor measurement,subject,sensor placement and purpose known to,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
unsupervised sensor measurement,subject,sensor placement and purpose unknown to,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
inertial measurement unit,sensor,is a type of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
inertial measurement unit,sit-to-stand transition,monitors,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
inertial measurement unit,gait,monitors,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
inertial measurement unit,activity level,monitors,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
embedded binary sensor,gait,captures,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
kinect sensor,mobility,captures,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
beacon combined with smartphone,activity,captures,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
heart rate monitor,heart rate,captures,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_11
Sensor-based activity monitoring studies,Functional variable,categorized based on measurement of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_12
Direct measurement,Functional variable,quantifies,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_12
Indirect measurement,Inferences,involves,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_12
Sit-to-stand transitions,Frailty,assessed indirectly,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_12
Gait analysis,Slowness,measured directly,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_12
Activity monitoring,Physical activity,measured directly and indirectly,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_12
Mobility assessment,Stair climbing weakness,measured directly,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_12
Mobility assessment,Arm movement frailty,assessed indirectly,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_12
Data analysis,Measurement agreement,evaluated using error metrics and correlation analyses,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_12
Data analysis,Statistical association,tests,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_12
Functional variable,Parameter,are assessed through,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_13
Direct measurement,Outcome parameter,involves,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_13
Outcome parameter,quantify,enables,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_13
Indirect measurement,Outcome parameter,employs,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_13
Outcome parameter,correlated,is,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_13
Responsiveness,Direct measurement,is an example of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_13
Sit-to-stand transition,Indirect measurement,is an example of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_13
Frailty level,Indirect measurement,assesses,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_13
Gait,Indirect measurement,is an example of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_13
Slowness,Indirect measurement,is an example of,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_13
Inertial Measurement Units (IMUs),On-body Sensors,are,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
IMUs,Functional Variables Related to Frailty,assess,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Chest-worn IMUs,Frailty Level,evaluate,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Chest-worn IMUs,Weakness,evaluate,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Lower Back IMUs,Slowness,focus on,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Lower Back IMUs,Weakness,focus on,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Waist-worn IMUs,Frailty Level,assess,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Waist-worn IMUs,Physical Activity,assess,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Embedded Binary Sensors,Ambient Sensors,are,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Kinect Sensors,Ambient Sensors,are,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Beacons,Ambient Sensors,are,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Ambient Sensors,Frailty Level,provide estimations for,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Ambient Sensors,Physical Activity,provide estimations for,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_14
Data Collection,Transparent Activities,employs,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Data Collection,Non-Transparent Activities,employs,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Wearable Sensors,Transparent Activities,commonly used in,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Wearable Sensors,Ubiquitous Sensors,more prevalent than in Non-Transparent Activities,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Sit-to-Stand Transitions,Human Movement Phenomena,are,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Gait Patterns,Human Movement Phenomena,are,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Activity Patterns,Human Movement Phenomena,are,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Mobility Patterns,Transparent Measurement,are always,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Clinical Tests,Non-Transparent Activities,employ,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Participants,Daily Activities (Home),monitored during using Transparent Activities,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Experimental Control,Ecological Validity,trade-off with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Non-Transparent Methods,Controlled Environments,provide,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
Transparent Methods,Data Variability,introduce more,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_15
sit-to-stand transition,duration,measured by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
gait analysis,speed,assesses,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
activity pattern analysis,sedentary behavior,focuses on,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
mobility assessment,transitions between rooms,quantifies,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
stair climbing,average power,assessed by measuring,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
arm movement,3D acceleration,characterized by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
waist-mounted sensor,transparent activities,used in,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
chest-mounted sensor,simulated activities,used in,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
lower-back-mounted sensor,transparent activities,least likely used in,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
ambient sensor,non-transparent activities,primarily used in,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
unobtrusive sensor,naturalistic monitoring,integrated into,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
heart rate variability,triangular index,quantified using,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_16
Ambient sensor,Transparent sensing,is used for,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Ambient sensor,Non-transparent sensing,is used for,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Transparent sensing,Motion detection,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Non-transparent sensing,Chair load measurement,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Functional assessment,Frailty level,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Functional assessment,Physical performance,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Functional assessment,Exercise impact,includes,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Frailty,Gait speed,components include,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Frailty,Muscle strength,components include,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Frailty,Activity level,components include,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Weight loss,Unobtrusive sensing,is least studied with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Frailty level assessment,Transparent sensing,is more common with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Gait speed assessment,Non-transparent sensing,is more common with,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_17
Slowness,Gait Speed,measured by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_18
Weakness,Sit-to-Stand Repetition Performance,measured by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_18
Exhaustion,Questionnaire-Based Assessment,measured by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_18
Physical Activity,Activity Level,measured by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_18
Physical Performance,Timed Up and Go Test,measured by,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_18
Responsiveness,Sensor Data Variation,assessed by measuring changes in,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_18
Waist-Worn Inertial Measurement Unit,Physical Activity,used to quantify,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_18
On-Body Inertial Measurement Unit,Sit-to-Stand Transition,used to quantify,42e611ac94604b8812513ca5550f5a43a3e7cac7f5f0a6020437caea21d18b94_18
